sdg_code,indicator_code,country,availabile
1,1.3.1,Yemen,TRUE
1,1.4.1,Algeria,TRUE
1,1.4.1,Bahrain,TRUE
1,1.4.1,Comoros,TRUE
1,1.4.1,Djibouti,TRUE
1,1.4.1,Egypt,TRUE
1,1.4.1,Iraq,TRUE
1,1.4.1,Jordan,TRUE
1,1.4.1,Kuwait,TRUE
1,1.4.1,Lebanon,TRUE
1,1.4.1,Libya,TRUE
1,1.4.1,Mauritania,TRUE
1,1.4.1,Morocco,TRUE
1,1.4.1,Oman,TRUE
1,1.4.1,Palestine,TRUE
1,1.4.1,Qatar,TRUE
1,1.4.1,Saudi Arabia,TRUE
1,1.4.1,Somalia,TRUE
1,1.4.1,Sudan,TRUE
1,1.4.1,Syria,TRUE
1,1.4.1,Tunisia,TRUE
1,1.4.1,United Arab Emirates,TRUE
1,1.4.1,Yemen,TRUE
1,1.4.2,Algeria,FALSE
1,1.4.2,Bahrain,FALSE
1,1.4.2,Comoros,FALSE
1,1.4.2,Djibouti,FALSE
1,1.4.2,Egypt,FALSE
1,1.4.2,Iraq,FALSE
1,1.4.2,Jordan,FALSE
1,1.4.2,Kuwait,FALSE
1,1.4.2,Lebanon,FALSE
1,1.4.2,Libya,FALSE
1,1.4.2,Mauritania,FALSE
1,1.4.2,Morocco,FALSE
1,1.4.2,Oman,FALSE
1,1.4.2,Palestine,FALSE
1,1.4.2,Qatar,FALSE
1,1.4.2,Saudi Arabia,FALSE
1,1.4.2,Somalia,FALSE
1,1.4.2,Sudan,FALSE
1,1.4.2,Syria,FALSE
1,1.4.2,Tunisia,FALSE
1,1.4.2,United Arab Emirates,FALSE
1,1.4.2,Yemen,FALSE
1,1.5.1,Algeria,TRUE
1,1.5.1,Bahrain,FALSE
1,1.5.1,Comoros,TRUE
1,1.5.1,Djibouti,TRUE
1,1.5.1,Egypt,TRUE
1,1.5.1,Iraq,TRUE
1,1.5.1,Jordan,TRUE
1,1.5.1,Kuwait,TRUE
1,1.5.1,Lebanon,TRUE
1,1.5.1,Libya,FALSE
1,1.5.1,Mauritania,TRUE
1,1.5.1,Morocco,TRUE
1,1.5.1,Oman,FALSE
1,1.5.1,Palestine,TRUE
1,1.5.1,Qatar,FALSE
1,1.5.1,Saudi Arabia,TRUE
1,1.5.1,Somalia,TRUE
1,1.5.1,Sudan,TRUE
1,1.5.1,Syria,TRUE
1,1.5.1,Tunisia,TRUE
1,1.5.1,United Arab Emirates,FALSE
1,1.5.1,Yemen,TRUE
1,1.5.2,Algeria,FALSE
1,1.5.2,Bahrain,FALSE
1,1.5.2,Comoros,TRUE
1,1.5.2,Djibouti,TRUE
1,1.5.2,Egypt,TRUE
1,1.5.2,Iraq,TRUE
1,1.5.2,Jordan,TRUE
1,1.5.2,Kuwait,FALSE
1,1.5.2,Lebanon,TRUE
1,1.5.2,Libya,FALSE
1,1.5.2,Mauritania,FALSE
1,1.5.2,Morocco,TRUE
1,1.5.2,Oman,FALSE
1,1.5.2,Palestine,FALSE
1,1.5.2,Qatar,FALSE
1,1.5.2,Saudi Arabia,FALSE
1,1.5.2,Somalia,FALSE
1,1.5.2,Sudan,TRUE
1,1.5.2,Syria,TRUE
1,1.5.2,Tunisia,TRUE
1,1.5.2,United Arab Emirates,FALSE
1,1.5.2,Yemen,TRUE
1,1.5.3,Algeria,FALSE
1,1.5.3,Bahrain,FALSE
1,1.5.3,Comoros,TRUE
1,1.5.3,Djibouti,FALSE
1,1.5.3,Egypt,TRUE
1,1.5.3,Iraq,TRUE
1,1.5.3,Jordan,TRUE
1,1.5.3,Kuwait,TRUE
1,1.5.3,Lebanon,TRUE
1,1.5.3,Libya,FALSE
1,1.5.3,Mauritania,FALSE
1,1.5.3,Morocco,TRUE
1,1.5.3,Oman,FALSE
1,1.5.3,Palestine,TRUE
1,1.5.3,Qatar,TRUE
1,1.5.3,Saudi Arabia,TRUE
1,1.5.3,Somalia,TRUE
1,1.5.3,Sudan,TRUE
1,1.5.3,Syria,FALSE
1,1.5.3,Tunisia,FALSE
1,1.5.3,United Arab Emirates,FALSE
1,1.5.3,Yemen,FALSE
1,1.5.4,Algeria,FALSE
1,1.5.4,Bahrain,FALSE
1,1.5.4,Comoros,TRUE
1,1.5.4,Djibouti,FALSE
1,1.5.4,Egypt,TRUE
1,1.5.4,Iraq,TRUE
1,1.5.4,Jordan,TRUE
1,1.5.4,Kuwait,TRUE
1,1.5.4,Lebanon,TRUE
1,1.5.4,Libya,FALSE
1,1.5.4,Mauritania,FALSE
1,1.5.4,Morocco,FALSE
1,1.5.4,Oman,FALSE
1,1.5.4,Palestine,TRUE
1,1.5.4,Qatar,TRUE
1,1.5.4,Saudi Arabia,TRUE
1,1.5.4,Somalia,TRUE
1,1.5.4,Sudan,TRUE
1,1.5.4,Syria,FALSE
1,1.5.4,Tunisia,FALSE
1,1.5.4,United Arab Emirates,FALSE
1,1.5.4,Yemen,FALSE
1,1.a.1,Algeria,FALSE
1,1.a.1,Bahrain,FALSE
1,1.a.1,Comoros,FALSE
1,1.a.1,Djibouti,FALSE
1,1.a.1,Egypt,FALSE
1,1.a.1,Iraq,FALSE
1,1.a.1,Jordan,FALSE
1,1.a.1,Kuwait,FALSE
1,1.a.1,Lebanon,FALSE
1,1.a.1,Libya,FALSE
1,1.a.1,Mauritania,FALSE
1,1.a.1,Morocco,FALSE
1,1.a.1,Oman,FALSE
1,1.a.1,Palestine,FALSE
1,1.a.1,Qatar,FALSE
1,1.a.1,Saudi Arabia,FALSE
1,1.a.1,Somalia,FALSE
1,1.a.1,Sudan,FALSE
1,1.a.1,Syria,FALSE
1,1.a.1,Tunisia,FALSE
1,1.a.1,United Arab Emirates,FALSE
1,1.a.1,Yemen,FALSE
1,1.a.2,Algeria,FALSE
1,1.a.2,Bahrain,FALSE
1,1.a.2,Comoros,FALSE
1,1.a.2,Djibouti,FALSE
1,1.a.2,Egypt,FALSE
1,1.a.2,Iraq,FALSE
1,1.a.2,Jordan,FALSE
1,1.a.2,Kuwait,FALSE
1,1.a.2,Lebanon,FALSE
1,1.a.2,Libya,FALSE
1,1.a.2,Mauritania,FALSE
1,1.a.2,Morocco,FALSE
1,1.a.2,Oman,FALSE
1,1.a.2,Palestine,FALSE
1,1.a.2,Qatar,FALSE
1,1.a.2,Saudi Arabia,FALSE
1,1.a.2,Somalia,FALSE
1,1.a.2,Sudan,FALSE
1,1.a.2,Syria,FALSE
1,1.a.2,Tunisia,FALSE
1,1.a.2,United Arab Emirates,FALSE
1,1.a.2,Yemen,FALSE
1,1.b.1,Algeria,FALSE
1,1.b.1,Bahrain,FALSE
1,1.b.1,Comoros,FALSE
1,1.b.1,Djibouti,FALSE
1,1.b.1,Egypt,FALSE
1,1.b.1,Iraq,FALSE
1,1.b.1,Jordan,FALSE
1,1.b.1,Kuwait,FALSE
1,1.b.1,Lebanon,FALSE
1,1.b.1,Libya,FALSE
1,1.b.1,Mauritania,FALSE
1,1.b.1,Morocco,FALSE
1,1.b.1,Oman,FALSE
1,1.b.1,Palestine,FALSE
1,1.b.1,Qatar,FALSE
1,1.b.1,Saudi Arabia,FALSE
1,1.b.1,Somalia,FALSE
1,1.b.1,Sudan,FALSE
1,1.b.1,Syria,FALSE
1,1.b.1,Tunisia,FALSE
1,1.b.1,United Arab Emirates,FALSE
1,1.b.1,Yemen,FALSE
10,10.1.1,Algeria,FALSE
10,10.1.1,Bahrain,FALSE
10,10.1.1,Comoros,FALSE
10,10.1.1,Djibouti,FALSE
10,10.1.1,Egypt,TRUE
10,10.1.1,Iraq,FALSE
10,10.1.1,Jordan,FALSE
10,10.1.1,Kuwait,FALSE
10,10.1.1,Lebanon,FALSE
10,10.1.1,Libya,FALSE
10,10.1.1,Mauritania,FALSE
10,10.1.1,Morocco,FALSE
10,10.1.1,Oman,FALSE
10,10.1.1,Palestine,TRUE
10,10.1.1,Qatar,FALSE
10,10.1.1,Saudi Arabia,FALSE
10,10.1.1,Somalia,FALSE
10,10.1.1,Sudan,FALSE
10,10.1.1,Syria,FALSE
10,10.1.1,Tunisia,TRUE
10,10.1.1,United Arab Emirates,FALSE
10,10.1.1,Yemen,FALSE
10,10.2.1,Algeria,FALSE
10,10.2.1,Bahrain,FALSE
10,10.2.1,Comoros,FALSE
10,10.2.1,Djibouti,FALSE
10,10.2.1,Egypt,FALSE
10,10.2.1,Iraq,FALSE
10,10.2.1,Jordan,FALSE
10,10.2.1,Kuwait,FALSE
10,10.2.1,Lebanon,FALSE
10,10.2.1,Libya,FALSE
10,10.2.1,Mauritania,FALSE
10,10.2.1,Morocco,FALSE
10,10.2.1,Oman,FALSE
10,10.2.1,Palestine,FALSE
10,10.2.1,Qatar,FALSE
10,10.2.1,Saudi Arabia,FALSE
10,10.2.1,Somalia,FALSE
10,10.2.1,Sudan,FALSE
10,10.2.1,Syria,FALSE
10,10.2.1,Tunisia,FALSE
10,10.2.1,United Arab Emirates,FALSE
10,10.2.1,Yemen,FALSE
10,10.3.1,Algeria,FALSE
10,10.3.1,Bahrain,FALSE
10,10.3.1,Comoros,FALSE
10,10.3.1,Djibouti,FALSE
10,10.3.1,Egypt,FALSE
10,10.3.1,Iraq,FALSE
10,10.3.1,Jordan,FALSE
10,10.3.1,Kuwait,FALSE
10,10.3.1,Lebanon,FALSE
10,10.3.1,Libya,FALSE
10,10.3.1,Mauritania,FALSE
10,10.3.1,Morocco,FALSE
10,10.3.1,Oman,FALSE
10,10.3.1,Palestine,FALSE
10,10.3.1,Qatar,FALSE
10,10.3.1,Saudi Arabia,FALSE
10,10.3.1,Somalia,FALSE
10,10.3.1,Sudan,FALSE
10,10.3.1,Syria,FALSE
10,10.3.1,Tunisia,FALSE
10,10.3.1,United Arab Emirates,FALSE
10,10.3.1,Yemen,FALSE
10,10.4.1,Algeria,FALSE
10,10.4.1,Bahrain,FALSE
10,10.4.1,Comoros,FALSE
10,10.4.1,Djibouti,FALSE
10,10.4.1,Egypt,FALSE
10,10.4.1,Iraq,TRUE
10,10.4.1,Jordan,FALSE
10,10.4.1,Kuwait,TRUE
10,10.4.1,Lebanon,FALSE
10,10.4.1,Libya,FALSE
10,10.4.1,Mauritania,FALSE
10,10.4.1,Morocco,FALSE
10,10.4.1,Oman,FALSE
10,10.4.1,Palestine,FALSE
10,10.4.1,Qatar,TRUE
10,10.4.1,Saudi Arabia,FALSE
10,10.4.1,Somalia,FALSE
10,10.4.1,Sudan,FALSE
10,10.4.1,Syria,FALSE
10,10.4.1,Tunisia,FALSE
10,10.4.1,United Arab Emirates,FALSE
10,10.4.1,Yemen,FALSE
10,10.4.2,Algeria,FALSE
10,10.4.2,Bahrain,FALSE
10,10.4.2,Comoros,FALSE
10,10.4.2,Djibouti,FALSE
10,10.4.2,Egypt,FALSE
10,10.4.2,Iraq,FALSE
10,10.4.2,Jordan,FALSE
10,10.4.2,Kuwait,FALSE
10,10.4.2,Lebanon,FALSE
10,10.4.2,Libya,FALSE
10,10.4.2,Mauritania,FALSE
10,10.4.2,Morocco,FALSE
10,10.4.2,Oman,FALSE
10,10.4.2,Palestine,FALSE
10,10.4.2,Qatar,FALSE
10,10.4.2,Saudi Arabia,FALSE
10,10.4.2,Somalia,FALSE
10,10.4.2,Sudan,FALSE
10,10.4.2,Syria,FALSE
10,10.4.2,Tunisia,FALSE
10,10.4.2,United Arab Emirates,FALSE
10,10.4.2,Yemen,FALSE
10,10.5.1,Algeria,TRUE
10,10.5.1,Bahrain,TRUE
10,10.5.1,Comoros,TRUE
10,10.5.1,Djibouti,TRUE
10,10.5.1,Egypt,TRUE
10,10.5.1,Iraq,TRUE
10,10.5.1,Jordan,TRUE
10,10.5.1,Kuwait,TRUE
10,10.5.1,Lebanon,TRUE
10,10.5.1,Libya,TRUE
10,10.5.1,Mauritania,TRUE
10,10.5.1,Morocco,TRUE
10,10.5.1,Oman,TRUE
10,10.5.1,Palestine,TRUE
10,10.5.1,Qatar,TRUE
10,10.5.1,Saudi Arabia,TRUE
10,10.5.1,Somalia,FALSE
10,10.5.1,Sudan,TRUE
10,10.5.1,Syria,TRUE
10,10.5.1,Tunisia,TRUE
10,10.5.1,United Arab Emirates,TRUE
10,10.5.1,Yemen,TRUE
10,10.6.1,Algeria,TRUE
10,10.6.1,Bahrain,TRUE
10,10.6.1,Comoros,TRUE
10,10.6.1,Djibouti,TRUE
10,10.6.1,Egypt,TRUE
10,10.6.1,Iraq,TRUE
10,10.6.1,Jordan,TRUE
10,10.6.1,Kuwait,TRUE
10,10.6.1,Lebanon,TRUE
10,10.6.1,Libya,TRUE
10,10.6.1,Mauritania,TRUE
10,10.6.1,Morocco,TRUE
10,10.6.1,Oman,TRUE
10,10.6.1,Palestine,FALSE
10,10.6.1,Qatar,TRUE
10,10.6.1,Saudi Arabia,TRUE
10,10.6.1,Somalia,TRUE
10,10.6.1,Sudan,TRUE
10,10.6.1,Syria,TRUE
10,10.6.1,Tunisia,TRUE
10,10.6.1,United Arab Emirates,TRUE
10,10.6.1,Yemen,TRUE
10,10.7.1,Algeria,FALSE
10,10.7.1,Bahrain,FALSE
10,10.7.1,Comoros,FALSE
10,10.7.1,Djibouti,FALSE
10,10.7.1,Egypt,FALSE
10,10.7.1,Iraq,FALSE
10,10.7.1,Jordan,FALSE
10,10.7.1,Kuwait,FALSE
10,10.7.1,Lebanon,FALSE
10,10.7.1,Libya,FALSE
10,10.7.1,Mauritania,FALSE
10,10.7.1,Morocco,FALSE
10,10.7.1,Oman,FALSE
10,10.7.1,Palestine,FALSE
10,10.7.1,Qatar,FALSE
10,10.7.1,Saudi Arabia,FALSE
10,10.7.1,Somalia,FALSE
10,10.7.1,Sudan,FALSE
10,10.7.1,Syria,FALSE
10,10.7.1,Tunisia,FALSE
10,10.7.1,United Arab Emirates,FALSE
10,10.7.1,Yemen,FALSE
10,10.7.2,Algeria,FALSE
10,10.7.2,Bahrain,TRUE
10,10.7.2,Comoros,FALSE
10,10.7.2,Djibouti,TRUE
10,10.7.2,Egypt,FALSE
10,10.7.2,Iraq,TRUE
10,10.7.2,Jordan,TRUE
10,10.7.2,Kuwait,TRUE
10,10.7.2,Lebanon,FALSE
10,10.7.2,Libya,TRUE
10,10.7.2,Mauritania,TRUE
10,10.7.2,Morocco,FALSE
10,10.7.2,Oman,FALSE
10,10.7.2,Palestine,FALSE
10,10.7.2,Qatar,TRUE
10,10.7.2,Saudi Arabia,FALSE
10,10.7.2,Somalia,TRUE
10,10.7.2,Sudan,FALSE
10,10.7.2,Syria,FALSE
10,10.7.2,Tunisia,TRUE
10,10.7.2,United Arab Emirates,FALSE
10,10.7.2,Yemen,TRUE
10,10.7.3,Algeria,FALSE
10,10.7.3,Bahrain,FALSE
10,10.7.3,Comoros,FALSE
10,10.7.3,Djibouti,FALSE
10,10.7.3,Egypt,FALSE
10,10.7.3,Iraq,FALSE
10,10.7.3,Jordan,FALSE
10,10.7.3,Kuwait,FALSE
10,10.7.3,Lebanon,FALSE
10,10.7.3,Libya,FALSE
10,10.7.3,Mauritania,FALSE
10,10.7.3,Morocco,FALSE
10,10.7.3,Oman,FALSE
10,10.7.3,Palestine,FALSE
10,10.7.3,Qatar,FALSE
10,10.7.3,Saudi Arabia,FALSE
10,10.7.3,Somalia,FALSE
10,10.7.3,Sudan,FALSE
10,10.7.3,Syria,FALSE
10,10.7.3,Tunisia,FALSE
10,10.7.3,United Arab Emirates,FALSE
10,10.7.3,Yemen,FALSE
10,10.7.4,Algeria,FALSE
10,10.7.4,Bahrain,FALSE
10,10.7.4,Comoros,FALSE
10,10.7.4,Djibouti,FALSE
10,10.7.4,Egypt,FALSE
10,10.7.4,Iraq,FALSE
10,10.7.4,Jordan,FALSE
10,10.7.4,Kuwait,FALSE
10,10.7.4,Lebanon,FALSE
10,10.7.4,Libya,FALSE
10,10.7.4,Mauritania,FALSE
10,10.7.4,Morocco,FALSE
10,10.7.4,Oman,FALSE
10,10.7.4,Palestine,FALSE
10,10.7.4,Qatar,FALSE
10,10.7.4,Saudi Arabia,FALSE
10,10.7.4,Somalia,FALSE
10,10.7.4,Sudan,FALSE
10,10.7.4,Syria,FALSE
10,10.7.4,Tunisia,FALSE
10,10.7.4,United Arab Emirates,FALSE
10,10.7.4,Yemen,FALSE
10,10.a.1,Algeria,TRUE
10,10.a.1,Bahrain,TRUE
10,10.a.1,Comoros,TRUE
10,10.a.1,Djibouti,TRUE
10,10.a.1,Egypt,TRUE
10,10.a.1,Iraq,TRUE
10,10.a.1,Jordan,TRUE
10,10.a.1,Kuwait,TRUE
10,10.a.1,Lebanon,TRUE
10,10.a.1,Libya,TRUE
10,10.a.1,Mauritania,TRUE
10,10.a.1,Morocco,TRUE
10,10.a.1,Oman,TRUE
10,10.a.1,Palestine,TRUE
10,10.a.1,Qatar,TRUE
10,10.a.1,Saudi Arabia,TRUE
10,10.a.1,Somalia,TRUE
10,10.a.1,Sudan,TRUE
10,10.a.1,Syria,TRUE
10,10.a.1,Tunisia,TRUE
10,10.a.1,United Arab Emirates,TRUE
10,10.a.1,Yemen,TRUE
10,10.b.1,Algeria,TRUE
10,10.b.1,Bahrain,TRUE
10,10.b.1,Comoros,TRUE
10,10.b.1,Djibouti,TRUE
10,10.b.1,Egypt,TRUE
10,10.b.1,Iraq,TRUE
10,10.b.1,Jordan,TRUE
10,10.b.1,Kuwait,TRUE
10,10.b.1,Lebanon,TRUE
10,10.b.1,Libya,TRUE
10,10.b.1,Mauritania,TRUE
10,10.b.1,Morocco,TRUE
10,10.b.1,Oman,TRUE
10,10.b.1,Palestine,TRUE
10,10.b.1,Qatar,TRUE
10,10.b.1,Saudi Arabia,TRUE
10,10.b.1,Somalia,TRUE
10,10.b.1,Sudan,TRUE
10,10.b.1,Syria,TRUE
10,10.b.1,Tunisia,TRUE
10,10.b.1,United Arab Emirates,TRUE
10,10.b.1,Yemen,TRUE
10,10.c.1,Algeria,TRUE
10,10.c.1,Bahrain,TRUE
10,10.c.1,Comoros,TRUE
10,10.c.1,Djibouti,FALSE
10,10.c.1,Egypt,TRUE
10,10.c.1,Iraq,FALSE
10,10.c.1,Jordan,TRUE
10,10.c.1,Kuwait,TRUE
10,10.c.1,Lebanon,TRUE
10,10.c.1,Libya,FALSE
10,10.c.1,Mauritania,FALSE
10,10.c.1,Morocco,TRUE
10,10.c.1,Oman,TRUE
10,10.c.1,Palestine,TRUE
10,10.c.1,Qatar,TRUE
10,10.c.1,Saudi Arabia,TRUE
10,10.c.1,Somalia,TRUE
10,10.c.1,Sudan,TRUE
10,10.c.1,Syria,TRUE
10,10.c.1,Tunisia,TRUE
10,10.c.1,United Arab Emirates,TRUE
10,10.c.1,Yemen,TRUE
11,11.1.1,Algeria,TRUE
11,11.1.1,Bahrain,TRUE
11,11.1.1,Comoros,TRUE
11,11.1.1,Djibouti,TRUE
11,11.1.1,Egypt,TRUE
11,11.1.1,Iraq,TRUE
11,11.1.1,Jordan,TRUE
11,11.1.1,Kuwait,TRUE
11,11.1.1,Lebanon,TRUE
11,11.1.1,Libya,TRUE
11,11.1.1,Mauritania,TRUE
11,11.1.1,Morocco,TRUE
11,11.1.1,Oman,TRUE
11,11.1.1,Palestine,TRUE
11,11.1.1,Qatar,TRUE
11,11.1.1,Saudi Arabia,TRUE
11,11.1.1,Somalia,TRUE
11,11.1.1,Sudan,TRUE
11,11.1.1,Syria,TRUE
11,11.1.1,Tunisia,TRUE
11,11.1.1,United Arab Emirates,TRUE
11,11.1.1,Yemen,TRUE
11,11.2.1,Algeria,FALSE
11,11.2.1,Bahrain,FALSE
11,11.2.1,Comoros,FALSE
11,11.2.1,Djibouti,FALSE
11,11.2.1,Egypt,FALSE
11,11.2.1,Iraq,FALSE
11,11.2.1,Jordan,FALSE
11,11.2.1,Kuwait,FALSE
11,11.2.1,Lebanon,FALSE
11,11.2.1,Libya,FALSE
11,11.2.1,Mauritania,FALSE
11,11.2.1,Morocco,FALSE
11,11.2.1,Oman,FALSE
11,11.2.1,Palestine,FALSE
11,11.2.1,Qatar,FALSE
11,11.2.1,Saudi Arabia,FALSE
11,11.2.1,Somalia,FALSE
11,11.2.1,Sudan,FALSE
11,11.2.1,Syria,FALSE
11,11.2.1,Tunisia,FALSE
11,11.2.1,United Arab Emirates,FALSE
11,11.2.1,Yemen,FALSE
11,11.3.1,Algeria,FALSE
11,11.3.1,Bahrain,FALSE
11,11.3.1,Comoros,FALSE
11,11.3.1,Djibouti,FALSE
11,11.3.1,Egypt,FALSE
11,11.3.1,Iraq,FALSE
11,11.3.1,Jordan,FALSE
11,11.3.1,Kuwait,FALSE
11,11.3.1,Lebanon,FALSE
11,11.3.1,Libya,FALSE
11,11.3.1,Mauritania,FALSE
11,11.3.1,Morocco,FALSE
11,11.3.1,Oman,FALSE
11,11.3.1,Palestine,FALSE
11,11.3.1,Qatar,FALSE
11,11.3.1,Saudi Arabia,FALSE
11,11.3.1,Somalia,FALSE
11,11.3.1,Sudan,FALSE
11,11.3.1,Syria,FALSE
11,11.3.1,Tunisia,FALSE
11,11.3.1,United Arab Emirates,FALSE
11,11.3.1,Yemen,FALSE
11,11.3.2,Algeria,FALSE
11,11.3.2,Bahrain,FALSE
11,11.3.2,Comoros,FALSE
11,11.3.2,Djibouti,FALSE
11,11.3.2,Egypt,FALSE
11,11.3.2,Iraq,FALSE
11,11.3.2,Jordan,FALSE
11,11.3.2,Kuwait,FALSE
11,11.3.2,Lebanon,FALSE
11,11.3.2,Libya,FALSE
11,11.3.2,Mauritania,FALSE
11,11.3.2,Morocco,FALSE
11,11.3.2,Oman,FALSE
11,11.3.2,Palestine,FALSE
11,11.3.2,Qatar,FALSE
11,11.3.2,Saudi Arabia,FALSE
11,11.3.2,Somalia,FALSE
11,11.3.2,Sudan,FALSE
11,11.3.2,Syria,FALSE
11,11.3.2,Tunisia,FALSE
11,11.3.2,United Arab Emirates,FALSE
11,11.3.2,Yemen,FALSE
11,11.4.1,Algeria,FALSE
11,11.4.1,Bahrain,FALSE
11,11.4.1,Comoros,FALSE
11,11.4.1,Djibouti,FALSE
11,11.4.1,Egypt,FALSE
11,11.4.1,Iraq,FALSE
11,11.4.1,Jordan,FALSE
11,11.4.1,Kuwait,FALSE
11,11.4.1,Lebanon,FALSE
11,11.4.1,Libya,FALSE
11,11.4.1,Mauritania,FALSE
11,11.4.1,Morocco,FALSE
11,11.4.1,Oman,FALSE
11,11.4.1,Palestine,FALSE
11,11.4.1,Qatar,FALSE
11,11.4.1,Saudi Arabia,FALSE
11,11.4.1,Somalia,FALSE
11,11.4.1,Sudan,FALSE
11,11.4.1,Syria,FALSE
11,11.4.1,Tunisia,FALSE
11,11.4.1,United Arab Emirates,FALSE
11,11.4.1,Yemen,FALSE
11,11.5.1,Algeria,TRUE
11,11.5.1,Bahrain,FALSE
11,11.5.1,Comoros,TRUE
11,11.5.1,Djibouti,TRUE
11,11.5.1,Egypt,TRUE
11,11.5.1,Iraq,TRUE
11,11.5.1,Jordan,TRUE
11,11.5.1,Kuwait,TRUE
11,11.5.1,Lebanon,TRUE
11,11.5.1,Libya,FALSE
11,11.5.1,Mauritania,TRUE
11,11.5.1,Morocco,TRUE
11,11.5.1,Oman,FALSE
11,11.5.1,Palestine,TRUE
11,11.5.1,Qatar,FALSE
11,11.5.1,Saudi Arabia,TRUE
11,11.5.1,Somalia,TRUE
11,11.5.1,Sudan,TRUE
11,11.5.1,Syria,TRUE
11,11.5.1,Tunisia,TRUE
11,11.5.1,United Arab Emirates,FALSE
11,11.5.1,Yemen,TRUE
11,11.5.2,Algeria,FALSE
11,11.5.2,Bahrain,FALSE
11,11.5.2,Comoros,TRUE
11,11.5.2,Djibouti,TRUE
11,11.5.2,Egypt,TRUE
11,11.5.2,Iraq,TRUE
11,11.5.2,Jordan,TRUE
11,11.5.2,Kuwait,TRUE
11,11.5.2,Lebanon,TRUE
11,11.5.2,Libya,FALSE
11,11.5.2,Mauritania,FALSE
11,11.5.2,Morocco,TRUE
11,11.5.2,Oman,FALSE
11,11.5.2,Palestine,TRUE
11,11.5.2,Qatar,FALSE
11,11.5.2,Saudi Arabia,FALSE
11,11.5.2,Somalia,FALSE
11,11.5.2,Sudan,TRUE
11,11.5.2,Syria,TRUE
11,11.5.2,Tunisia,TRUE
11,11.5.2,United Arab Emirates,FALSE
11,11.5.2,Yemen,TRUE
11,11.6.1,Algeria,TRUE
11,11.6.1,Bahrain,FALSE
11,11.6.1,Comoros,FALSE
11,11.6.1,Djibouti,FALSE
11,11.6.1,Egypt,TRUE
11,11.6.1,Iraq,TRUE
